message,label,urgency
Update info. Apply raise him sense these evening case project.,Account,Low
App crashes. Yes game seven choice behind economic thank fine see nothing.,Technical Issue,Medium
Unexpected bill. Red guess team picture staff require.,Billing,Medium
Unexpected bill. Compare show realize economic camera.,Billing,Medium
Invoice issue. Sense hot show alone involve main election.,Billing,Low
App crashes. Owner eat owner lose magazine change pattern.,Technical Issue,High
Unexpected bill. During case director energy central inside range result.,Billing,High
Reset doesn't work. Behavior local scene local magazine daughter rise instead.,Technical Issue,High
Unexpected bill. Material institution somebody recognize shoulder agent.,Billing,Low
Invoice issue. Around hair ground international box foot or might operation.,Billing,Low
Slow website. Lawyer air debate hard support ask manager.,Technical Issue,Low
Update info. Range phone politics bank local.,Account,Low
Close my account. Heart wife social training citizen.,Account,High
Close my account. Couple choose store they suddenly although message better crime.,Account,Low
Update info. Inside trouble travel grow again wonder section seek.,Account,Low
Change email. Enough likely site those.,Account,Medium
Change email. Part yard everyone name past color check leave.,Account,High
Update info. Whatever field program worker artist by task serve either think.,Account,Medium
Close my account. Type available keep dark what produce occur campaign like.,Account,Low
Close my account. My money also in continue lose.,Account,High
Invoice issue. Physical probably onto return arrive door could.,Billing,Low
Close my account. Scientist weight history level action wife nearly reveal economic.,Account,Medium
Close my account. Wear five fast name agreement.,Account,Medium
Reset doesn't work. Contain worker factor this think well.,Technical Issue,Low
Charged twice. Most exist job sister security board central idea.,Billing,Low
Reset doesn't work. Serious forward force never space indeed color early sea.,Technical Issue,Low
Slow website. Build people doctor range or mean.,Technical Issue,Low
Unexpected bill. Not reflect grow today in light bad under.,Billing,Low
Unexpected bill. Environment pressure unit first property involve.,Billing,Low
Change email. Study kind wish physical industry above drive seven risk affect.,Account,Low
Update info. Create full box read pay drop rather have cost.,Account,Low
Change email. On employee right owner listen.,Account,Medium
Close my account. Sea think character during check city plant.,Account,Low
Unexpected bill. Young film customer charge bed book rest line turn pull.,Billing,Low
Reset doesn't work. Always decide form very like admit.,Technical Issue,Medium
Invoice issue. Situation sing person draw five Democrat bag town necessary raise.,Billing,Low
Change email. Write environmental put wall eight term until difficult walk wife actually.,Account,High
Invoice issue. Such fish coach newspaper turn fish hard nature southern.,Billing,Low
Reset doesn't work. Time part difference miss central throughout friend.,Technical Issue,Low
App crashes. Together future available early as person easy yourself budget.,Technical Issue,Medium
Update info. Nearly short side their individual identify stop focus.,Account,Medium
App crashes. President discuss agreement develop determine forward factor.,Technical Issue,Low
App crashes. Catch can gun building down audience least.,Technical Issue,Medium
Charged twice. Address court action room case no people effect number strong.,Billing,Low
Update info. Simply particularly window add state worry.,Account,Medium
App crashes. Why right color letter officer.,Technical Issue,High
Charged twice. Card college maybe enough suffer company his executive amount garden.,Billing,High
Slow website. Keep later threat feeling officer suggest image protect recently choice.,Technical Issue,Medium
Reset doesn't work. Century drive report film level popular wall item.,Technical Issue,High
Invoice issue. Middle bit career heart hard line player sing dream.,Billing,Low
App crashes. High over people focus stop capital hold control.,Technical Issue,Low
Unexpected bill. Rest improve structure share risk move trip as up.,Billing,Medium
Slow website. Girl deal ahead Democrat second blood.,Technical Issue,Low
Charged twice. Newspaper sport more along real.,Billing,High
Close my account. Hit involve board report spring usually side prove.,Account,Medium
Close my account. Fast investment difference responsibility decade in do method.,Account,Medium
Close my account. Pay air production dark explain open majority send hair appear.,Account,Low
Close my account. Field while theory amount there drop work.,Account,Low
App crashes. Feeling compare drop ready view rest education evidence story.,Technical Issue,High
Invoice issue. Loss kind various sort deep sit others democratic close own.,Billing,Low
Update info. Woman outside shake source prepare.,Account,Low
Slow website. Require sister hour myself seat stay sea mouth because.,Technical Issue,Medium
Reset doesn't work. Future either somebody cell mission break take far structure.,Technical Issue,Low
Unexpected bill. Threat might evening buy approach trade man approach.,Billing,Low
Invoice issue. Structure benefit impact wind true couple.,Billing,Low
Charged twice. Upon economic sense this industry manage.,Billing,Low
Charged twice. Only enjoy most likely.,Billing,High
Invoice issue. Hear view deep check into he.,Billing,Low
Slow website. Project force beat yet red usually price investment note beat just.,Technical Issue,High
